change_dir;change_followerGap;change_followerSecureGap;change_from;change_id;change_leaderGap;change_leaderSecureGap;change_origLeaderGap;change_origLeaderSecureGap;change_pos;change_reason;change_speed;change_time;change_to;change_type
-1;48.07;35.78;gneE0_2;240;93.92;21.13;227.38;40.34;698.99;keepRight;24.83;273.00;gneE0_1;DEFAULT_VEHTYPE
-1;22.68;19.65;gneE0_2;208;149.43;3.50;115.02;4.75;1357.32;keepRight;23.78;274.00;gneE0_1;DEFAULT_VEHTYPE
-1;128.75;29.78;gneE0_3;221;34.55;16.46;225.06;13.96;1183.14;keepRight;24.67;276.00;gneE0_2;DEFAULT_VEHTYPE
-1;133.99;0.00;gneE0_2;203;None;None;None;None;1951.81;keepRight;28.65;279.00;gneE0_1;DEFAULT_VEHTYPE
-1;132.72;14.47;gneE0_2;213;35.95;15.43;210.71;32.60;1639.20;keepRight;26.38;280.00;gneE0_1;DEFAULT_VEHTYPE
-1;120.56;8.37;gneE0_2;260;29.86;6.19;106.34;17.63;309.28;keepRight;22.29;280.00;gneE0_1;DEFAULT_VEHTYPE
-1;22.16;16.74;gneE0_1;218;75.81;44.98;123.24;27.72;1351.75;keepRight;23.97;282.00;gneE0_0;DEFAULT_VEHTYPE
-1;399.85;18.33;gneE0_3;206;None;None;None;None;1943.62;keepRight;28.21;286.00;gneE0_2;DEFAULT_VEHTYPE
-1;136.62;24.93;gneE0_3;215;259.52;21.22;38.20;27.34;1706.96;keepRight;26.90;287.00;gneE0_2;DEFAULT_VEHTYPE
-1;77.39;23.00;gneE0_3;214;177.92;26.23;None;None;1815.61;keepRight;26.93;288.00;gneE0_2;DEFAULT_VEHTYPE
-1;153.44;30.29;gneE0_1;260;125.05;26.00;59.77;3.03;507.65;keepRight;22.31;289.00;gneE0_0;DEFAULT_VEHTYPE
-1;63.48;33.72;gneE0_2;227;95.20;30.02;120.65;27.32;1432.07;keepRight;25.46;291.00;gneE0_1;DEFAULT_VEHTYPE
-1;80.99;12.03;gneE0_4;234;351.88;30.45;113.56;36.06;1568.56;keepRight;30.08;293.00;gneE0_3;DEFAULT_VEHTYPE
-1;156.66;30.85;gneE0_3;259;48.17;20.29;79.68;18.31;726.07;keepRight;23.19;295.00;gneE0_2;DEFAULT_VEHTYPE
-1;26.49;20.80;gneE0_4;262;178.34;28.18;153.58;24.19;627.41;keepRight;24.84;295.00;gneE0_3;DEFAULT_VEHTYPE
-1;111.36;35.54;gneE0_4;228;None;None;None;None;1775.44;keepRight;29.89;296.00;gneE0_3;DEFAULT_VEHTYPE
-1;12.03;0.00;gneE0_4;285;268.22;0.00;158.50;0.00;137.63;keepRight;20.48;297.00;gneE0_3;DEFAULT_VEHTYPE
-1;102.94;20.95;gneE0_4;266;53.17;23.71;245.75;22.99;634.51;keepRight;24.34;299.00;gneE0_3;DEFAULT_VEHTYPE
-1;12.12;9.55;gneE0_2;290;224.92;0.00;75.29;5.13;107.40;keepRight;19.26;301.00;gneE0_1;DEFAULT_VEHTYPE
-1;78.12;8.35;gneE0_2;287;151.09;0.00;105.36;6.64;212.16;keepRight;24.47;302.00;gneE0_1;DEFAULT_VEHTYPE
-1;16.12;7.03;gneE0_1;247;188.72;30.15;297.39;18.87;1117.00;keepRight;23.57;303.00;gneE0_0;DEFAULT_VEHTYPE
-1;23.58;20.42;gneE0_2;221;102.26;34.28;62.11;23.29;1882.24;keepRight;25.46;304.00;gneE0_1;DEFAULT_VEHTYPE
-1;479.70;0.00;gneE0_4;243;77.14;40.80;43.99;37.10;1668.66;keepRight;30.86;306.00;gneE0_3;DEFAULT_VEHTYPE
-1;28.55;6.68;gneE0_4;295;232.20;0.00;81.36;0.00;103.05;keepRight;16.68;306.00;gneE0_3;DEFAULT_VEHTYPE
-1;43.47;40.51;gneE0_2;279;61.59;23.96;79.19;25.45;561.61;keepRight;24.95;307.00;gneE0_1;DEFAULT_VEHTYPE
-1;27.80;15.05;gneE0_3;263;121.92;29.94;31.38;28.46;913.22;keepRight;25.32;308.00;gneE0_2;DEFAULT_VEHTYPE
-1;81.22;1.56;gneE0_1;235;141.65;37.39;83.56;14.66;1720.37;keepRight;25.05;309.00;gneE0_0;DEFAULT_VEHTYPE
-1;57.51;17.38;gneE0_2;248;323.43;17.40;296.64;0.21;1292.78;keepRight;23.47;311.00;gneE0_1;DEFAULT_VEHTYPE
-1;65.05;26.79;gneE0_3;272;74.61;25.82;103.98;21.44;814.92;keepRight;23.68;311.00;gneE0_2;DEFAULT_VEHTYPE
-1;152.63;41.77;gneE0_4;289;95.77;13.19;326.11;3.91;376.00;keepRight;24.55;311.00;gneE0_3;DEFAULT_VEHTYPE
-1;15.48;5.52;gneE0_3;298;95.63;0.00;48.97;0.00;164.40;keepRight;20.66;311.00;gneE0_2;DEFAULT_VEHTYPE
-1;70.68;29.51;gneE0_4;270;84.88;18.81;339.92;20.23;858.60;keepRight;23.62;312.00;gneE0_3;DEFAULT_VEHTYPE
-1;27.83;24.35;gneE0_3;262;81.90;29.41;171.45;25.05;1095.89;keepRight;24.30;314.00;gneE0_2;DEFAULT_VEHTYPE
-1;14.47;8.35;gneE0_3;273;49.88;28.07;68.50;26.22;857.05;keepRight;24.47;315.00;gneE0_2;DEFAULT_VEHTYPE
-1;37.15;33.89;gneE0_3;253;297.67;6.55;539.30;0.00;1432.59;keepRight;24.82;316.00;gneE0_2;DEFAULT_VEHTYPE
-1;26.59;21.31;gneE0_3;256;65.38;12.91;651.84;0.00;1320.06;keepRight;24.09;316.00;gneE0_2;DEFAULT_VEHTYPE
-1;286.01;25.93;gneE0_4;249;None;None;None;None;1359.17;keepRight;24.26;317.00;gneE0_3;DEFAULT_VEHTYPE
-1;26.32;20.74;gneE0_2;259;29.16;18.97;53.03;20.64;1279.07;keepRight;24.24;318.00;gneE0_1;DEFAULT_VEHTYPE
-1;70.43;40.62;gneE0_1;290;41.38;3.21;88.64;18.90;506.04;keepRight;23.02;318.00;gneE0_0;DEFAULT_VEHTYPE
-1;128.88;32.47;gneE0_2;298;56.42;0.00;126.36;2.00;313.58;keepRight;21.56;318.00;gneE0_1;DEFAULT_VEHTYPE
-1;23.00;0.00;gneE0_1;240;None;None;None;None;1913.34;keepRight;25.90;321.00;gneE0_0;DEFAULT_VEHTYPE
-1;91.82;35.91;gneE0_3;289;244.77;1.06;134.91;4.18;644.23;keepRight;24.22;322.00;gneE0_2;DEFAULT_VEHTYPE
-1;49.47;33.44;gneE0_1;307;90.93;16.39;70.09;7.36;261.94;keepRight;24.23;324.00;gneE0_0;DEFAULT_VEHTYPE
-1;33.02;0.00;gneE0_1;317;166.02;0.00;102.83;0.00;62.00;keepRight;14.20;325.00;gneE0_0;DEFAULT_VEHTYPE
-1;28.13;23.86;gneE0_1;298;161.13;0.00;115.31;0.00;482.89;keepRight;21.46;326.00;gneE0_0;DEFAULT_VEHTYPE
-1;26.28;22.53;gneE0_3;266;32.73;16.00;284.95;23.78;1308.02;keepRight;23.90;327.00;gneE0_2;DEFAULT_VEHTYPE
-1;39.64;13.01;gneE0_2;253;None;None;None;None;1730.72;keepRight;24.99;328.00;gneE0_1;DEFAULT_VEHTYPE
-1;25.40;5.55;gneE0_2;319;202.58;0.00;238.82;0.00;97.31;keepRight;18.36;330.00;gneE0_1;DEFAULT_VEHTYPE
-1;14.21;9.63;gneE0_1;251;75.03;23.09;61.37;26.16;1688.05;keepRight;23.50;331.00;gneE0_0;DEFAULT_VEHTYPE
-1;220.36;6.43;gneE0_3;285;68.05;23.72;214.59;47.59;1188.74;keepRight;28.10;335.00;gneE0_2;DEFAULT_VEHTYPE
-1;174.97;15.44;gneE0_3;316;145.04;14.16;94.67;3.31;324.08;keepRight;25.03;335.00;gneE0_2;DEFAULT_VEHTYPE
-1;26.89;22.77;gneE0_2;265;97.19;28.80;31.00;21.65;1566.66;keepRight;24.39;336.00;gneE0_1;DEFAULT_VEHTYPE
-1;152.51;31.31;gneE0_4;313;63.75;0.00;218.01;1.88;383.84;keepRight;22.47;336.00;gneE0_3;DEFAULT_VEHTYPE
-1;46.10;28.75;gneE0_2;273;75.06;30.25;33.78;25.39;1447.27;keepRight;24.45;339.00;gneE0_1;DEFAULT_VEHTYPE
-1;30.19;21.24;gneE0_2;311;148.90;34.65;150.97;34.14;582.03;keepRight;27.40;339.00;gneE0_1;DEFAULT_VEHTYPE
-1;39.90;36.02;gneE0_3;320;118.61;27.17;151.08;24.96;320.59;keepRight;23.83;340.00;gneE0_2;DEFAULT_VEHTYPE
-1;44.79;9.16;gneE0_4;258;None;None;None;None;1987.97;keepRight;27.23;341.00;gneE0_3;DEFAULT_VEHTYPE
-1;239.29;1.46;gneE0_3;308;76.97;28.73;99.03;31.11;735.33;keepRight;27.27;342.00;gneE0_2;DEFAULT_VEHTYPE
-1;254.46;27.94;gneE0_4;315;54.54;24.50;301.56;2.72;462.96;keepRight;23.26;342.00;gneE0_3;DEFAULT_VEHTYPE
-1;53.34;6.53;gneE0_4;277;None;None;None;None;1709.60;keepRight;27.84;345.00;gneE0_3;DEFAULT_VEHTYPE
-1;27.31;22.39;gneE0_1;279;24.12;20.71;50.07;14.34;1496.59;keepRight;24.75;345.00;gneE0_0;DEFAULT_VEHTYPE
-1;26.75;21.00;gneE0_3;313;217.17;11.65;100.88;4.92;592.72;keepRight;23.70;345.00;gneE0_2;DEFAULT_VEHTYPE
-1;45.92;25.04;gneE0_3;328;115.84;31.23;250.12;31.83;277.58;keepRight;24.74;345.00;gneE0_2;DEFAULT_VEHTYPE
-1;None;None;gneE0_1;338;248.20;0.00;44.88;0.00;44.17;keepRight;11.40;345.00;gneE0_0;DEFAULT_VEHTYPE
-1;60.79;0.00;gneE0_1;336;210.90;11.38;101.41;12.19;157.62;keepRight;23.17;348.00;gneE0_0;DEFAULT_VEHTYPE
-1;27.07;22.02;gneE0_2;289;46.49;22.09;271.97;7.84;1304.79;keepRight;24.36;349.00;gneE0_1;DEFAULT_VEHTYPE
-1;134.25;60.28;gneE0_4;324;133.35;29.58;103.63;19.35;579.94;keepRight;24.22;353.00;gneE0_3;DEFAULT_VEHTYPE
-1;162.07;17.49;gneE0_2;313;139.39;9.65;249.70;8.68;799.83;keepRight;23.40;354.00;gneE0_1;DEFAULT_VEHTYPE
-1;45.72;8.19;gneE0_2;339;222.56;12.73;83.98;0.93;190.55;keepRight;23.15;354.00;gneE0_1;DEFAULT_VEHTYPE
-1;31.45;27.11;gneE0_4;333;94.06;2.00;164.52;20.56;429.46;keepRight;25.60;356.00;gneE0_3;DEFAULT_VEHTYPE
-1;23.31;15.80;gneE0_4;340;190.18;19.42;102.48;13.86;197.82;keepRight;24.78;356.00;gneE0_3;DEFAULT_VEHTYPE
-1;110.67;24.44;gneE0_4;306;53.76;29.72;322.35;6.12;1202.51;keepRight;27.03;358.00;gneE0_3;DEFAULT_VEHTYPE
-1;66.39;23.04;gneE0_2;308;80.76;23.39;71.85;31.66;1162.43;keepRight;27.09;358.00;gneE0_1;DEFAULT_VEHTYPE
-1;210.72;23.71;gneE0_3;309;147.36;28.03;111.80;25.03;1140.32;keepRight;27.07;360.00;gneE0_2;DEFAULT_VEHTYPE
-1;19.37;13.70;gneE0_2;320;140.26;30.92;127.08;12.59;792.51;keepRight;24.20;360.00;gneE0_1;DEFAULT_VEHTYPE
-1;45.01;0.00;gneE0_2;350;161.40;11.65;55.71;4.14;117.96;keepRight;20.87;360.00;gneE0_1;DEFAULT_VEHTYPE
-1;68.11;3.73;gneE0_4;300;292.93;37.95;293.84;29.97;1684.06;keepRight;31.16;363.00;gneE0_3;DEFAULT_VEHTYPE
-1;108.67;42.90;gneE0_3;315;49.33;7.91;238.52;0.00;949.89;keepRight;23.37;363.00;gneE0_2;DEFAULT_VEHTYPE
-1;126.17;73.23;gneE0_1;339;70.05;11.37;242.43;16.21;393.81;keepRight;23.35;363.00;gneE0_0;DEFAULT_VEHTYPE
-1;27.76;11.90;gneE0_3;343;175.92;26.12;33.17;26.16;426.96;keepRight;26.26;366.00;gneE0_2;DEFAULT_VEHTYPE
-1;53.47;17.96;gneE0_4;344;101.13;12.68;214.50;9.35;358.99;keepRight;24.01;366.00;gneE0_3;DEFAULT_VEHTYPE
-1;10.51;2.96;gneE0_2;316;175.65;27.11;211.96;27.06;1137.39;keepRight;26.91;368.00;gneE0_1;DEFAULT_VEHTYPE
-1;65.92;23.40;gneE0_1;313;117.07;25.73;10.51;2.96;1121.88;keepRight;22.92;368.00;gneE0_0;DEFAULT_VEHTYPE
-1;38.46;0.00;gneE0_2;360;186.96;0.00;48.80;0.00;54.36;keepRight;13.20;368.00;gneE0_1;DEFAULT_VEHTYPE
-1;107.44;20.73;gneE0_4;318;291.46;0.00;None;None;1088.56;keepRight;24.98;369.00;gneE0_3;DEFAULT_VEHTYPE
-1;45.30;9.69;gneE0_1;350;113.77;0.00;167.02;25.62;355.51;keepRight;24.44;370.00;gneE0_0;DEFAULT_VEHTYPE
-1;118.43;3.27;gneE0_2;355;89.65;5.99;214.48;21.46;228.68;keepRight;22.42;371.00;gneE0_1;DEFAULT_VEHTYPE
-1;73.20;26.48;gneE0_2;315;89.77;2.79;307.44;1.09;1202.38;keepRight;22.72;374.00;gneE0_1;DEFAULT_VEHTYPE
-1;181.61;27.51;gneE0_2;342;35.72;18.44;47.07;11.23;611.78;keepRight;24.04;375.00;gneE0_1;DEFAULT_VEHTYPE
-1;19.54;14.92;gneE0_3;295;None;None;None;None;1984.76;keepRight;27.37;377.00;gneE0_2;DEFAULT_VEHTYPE
-1;42.49;18.63;gneE0_3;340;123.03;34.79;156.18;37.13;762.61;keepRight;26.96;377.00;gneE0_2;DEFAULT_VEHTYPE
-1;103.80;23.39;gneE0_3;324;39.44;15.37;112.28;24.73;1196.69;keepRight;24.78;378.00;gneE0_2;DEFAULT_VEHTYPE
-1;25.37;22.72;gneE0_3;344;96.96;7.99;303.02;12.13;666.04;keepRight;23.32;379.00;gneE0_2;DEFAULT_VEHTYPE
-1;71.01;54.54;gneE0_1;355;45.09;3.18;118.43;4.26;403.59;keepRight;22.06;379.00;gneE0_0;DEFAULT_VEHTYPE
-1;37.50;27.13;gneE0_3;356;215.14;32.40;147.47;21.14;437.98;keepRight;24.11;380.00;gneE0_2;DEFAULT_VEHTYPE
-1;122.45;0.00;gneE0_1;308;173.05;39.54;93.66;23.78;1774.84;keepRight;26.45;381.00;gneE0_0;DEFAULT_VEHTYPE
-1;60.29;40.66;gneE0_3;318;308.54;13.51;371.44;0.00;1388.87;keepRight;24.87;381.00;gneE0_2;DEFAULT_VEHTYPE
-1;29.83;25.76;gneE0_4;326;503.74;0.00;None;None;1256.57;keepRight;26.62;381.00;gneE0_3;DEFAULT_VEHTYPE
-1;16.76;12.99;gneE0_2;343;264.22;40.30;44.03;25.05;821.07;keepRight;26.43;381.00;gneE0_1;DEFAULT_VEHTYPE
-1;28.92;23.35;gneE0_3;335;93.42;29.10;30.87;31.87;1050.56;keepRight;26.13;382.00;gneE0_2;DEFAULT_VEHTYPE
-1;95.21;21.69;gneE0_1;305;None;None;None;None;1927.47;keepRight;27.01;383.00;gneE0_0;DEFAULT_VEHTYPE
-1;134.03;25.39;gneE0_2;302;None;None;None;None;1900.71;keepRight;26.72;383.00;gneE0_1;DEFAULT_VEHTYPE
-1;161.29;29.58;gneE0_3;303;None;None;None;None;1949.03;keepRight;26.82;384.00;gneE0_2;DEFAULT_VEHTYPE
-1;29.68;25.24;gneE0_3;362;98.42;32.37;118.06;0.61;414.09;keepRight;25.34;385.00;gneE0_2;DEFAULT_VEHTYPE
-1;39.88;21.04;gneE0_3;367;58.35;23.06;224.50;0.00;365.59;keepRight;24.47;387.00;gneE0_2;DEFAULT_VEHTYPE
-1;85.55;16.95;gneE0_4;373;41.85;1.13;133.41;0.00;180.76;keepRight;17.35;387.00;gneE0_3;DEFAULT_VEHTYPE
-1;76.64;25.16;gneE0_2;370;65.52;9.40;98.36;10.85;241.24;keepRight;21.57;388.00;gneE0_1;DEFAULT_VEHTYPE
-1;58.64;27.05;gneE0_2;359;161.32;17.94;32.70;26.29;615.20;keepRight;24.30;389.00;gneE0_1;DEFAULT_VEHTYPE
-1;116.44;37.00;gneE0_3;372;93.68;7.70;378.61;0.00;270.19;keepRight;21.31;389.00;gneE0_2;DEFAULT_VEHTYPE
-1;32.03;27.07;gneE0_2;356;125.79;12.24;211.45;24.15;675.98;keepRight;23.08;390.00;gneE0_1;DEFAULT_VEHTYPE
-1;27.81;25.27;gneE0_2;364;51.29;27.25;39.53;25.07;393.18;keepRight;24.31;390.00;gneE0_1;DEFAULT_VEHTYPE
-1;12.43;9.19;gneE0_1;341;145.61;19.25;32.75;19.02;1045.45;keepRight;25.19;391.00;gneE0_0;DEFAULT_VEHTYPE
-1;316.76;32.19;gneE0_3;345;27.81;21.07;427.61;14.00;883.51;keepRight;23.41;391.00;gneE0_2;DEFAULT_VEHTYPE
-1;113.28;28.66;gneE0_2;344;43.37;23.43;186.07;7.82;975.40;keepRight;23.90;392.00;gneE0_1;DEFAULT_VEHTYPE
-1;38.18;19.68;gneE0_2;318;110.67;11.40;None;None;1686.66;keepRight;24.39;393.00;gneE0_1;DEFAULT_VEHTYPE
-1;28.23;22.61;gneE0_3;333;48.06;27.37;165.57;20.09;1417.57;keepRight;25.40;395.00;gneE0_2;DEFAULT_VEHTYPE
-1;37.95;16.40;gneE0_1;343;107.32;33.25;214.41;44.34;1188.02;keepRight;26.68;395.00;gneE0_0;DEFAULT_VEHTYPE
-1;163.66;41.82;gneE0_4;349;452.80;40.86;232.37;35.91;1156.44;keepRight;28.34;396.00;gneE0_3;DEFAULT_VEHTYPE
-1;28.26;24.28;gneE0_3;373;82.60;0.73;520.06;0.00;334.37;keepRight;17.65;396.00;gneE0_2;DEFAULT_VEHTYPE
-1;25.53;22.25;gneE0_1;370;67.73;5.44;86.61;8.58;436.10;keepRight;21.57;397.00;gneE0_0;DEFAULT_VEHTYPE
-1;25.80;18.36;gneE0_4;376;548.41;0.00;247.61;0.00;335.47;keepRight;21.84;397.00;gneE0_3;DEFAULT_VEHTYPE
-1;69.93;17.81;gneE0_1;320;48.17;26.91;62.89;25.60;1691.88;keepRight;23.88;398.00;gneE0_0;DEFAULT_VEHTYPE
-1;74.53;24.03;gneE0_2;372;81.01;10.79;161.94;9.91;465.74;keepRight;21.70;398.00;gneE0_1;DEFAULT_VEHTYPE
-1;263.31;0.00;gneE0_4;368;302.51;18.47;342.62;23.90;667.78;keepRight;27.30;400.00;gneE0_3;DEFAULT_VEHTYPE
-1;54.24;27.07;gneE0_2;363;72.33;19.24;31.32;18.68;801.24;keepRight;23.96;402.00;gneE0_1;DEFAULT_VEHTYPE
-1;48.90;19.99;gneE0_2;373;36.17;0.00;287.22;0.00;436.87;keepRight;17.06;402.00;gneE0_1;DEFAULT_VEHTYPE
-1;64.64;33.42;gneE0_1;382;64.78;22.46;105.69;38.49;272.28;keepRight;21.98;402.00;gneE0_0;DEFAULT_VEHTYPE
-1;222.17;37.64;gneE0_4;337;208.11;34.71;None;None;1585.44;keepRight;27.75;403.00;gneE0_3;DEFAULT_VEHTYPE
-1;52.18;15.00;gneE0_4;390;120.80;7.13;904.55;0.00;189.67;keepRight;23.03;403.00;gneE0_3;DEFAULT_VEHTYPE
-1;32.16;29.54;gneE0_4;357;97.42;12.74;201.43;8.22;1154.07;keepRight;27.46;405.00;gneE0_3;DEFAULT_VEHTYPE
-1;27.88;23.35;gneE0_2;345;66.34;22.15;63.99;12.72;1258.74;keepRight;23.43;407.00;gneE0_1;DEFAULT_VEHTYPE
-1;36.30;22.74;gneE0_3;376;297.54;9.75;305.82;0.00;547.47;keepRight;21.22;407.00;gneE0_2;DEFAULT_VEHTYPE
-1;20.88;15.45;gneE0_3;326;None;None;None;None;1968.81;keepRight;26.90;408.00;gneE0_2;DEFAULT_VEHTYPE
-1;70.09;30.71;gneE0_1;373;95.75;1.68;70.47;0.00;540.31;keepRight;17.52;408.00;gneE0_0;DEFAULT_VEHTYPE
-1;85.40;34.53;gneE0_3;391;105.52;0.00;53.96;19.54;270.23;keepRight;23.03;409.00;gneE0_2;DEFAULT_VEHTYPE
-1;48.06;22.13;gneE0_1;364;41.36;21.48;56.12;20.50;923.03;keepRight;23.90;412.00;gneE0_0;DEFAULT_VEHTYPE
-1;55.33;21.29;gneE0_3;390;61.51;0.00;150.32;2.37;398.12;keepRight;22.84;412.00;gneE0_2;DEFAULT_VEHTYPE
-1;59.38;31.45;gneE0_2;376;49.16;20.06;318.59;11.18;697.00;keepRight;21.81;414.00;gneE0_1;DEFAULT_VEHTYPE
-1;20.80;14.41;gneE0_2;328;None;None;None;None;1994.97;keepRight;24.57;415.00;gneE0_1;DEFAULT_VEHTYPE
-1;68.57;42.22;gneE0_2;391;110.22;3.74;57.43;22.93;476.56;keepRight;22.74;418.00;gneE0_1;DEFAULT_VEHTYPE
-1;128.03;10.79;gneE0_3;396;79.58;0.00;354.95;16.49;403.65;keepRight;25.09;420.00;gneE0_2;DEFAULT_VEHTYPE
-1;222.86;3.60;gneE0_2;340;None;None;None;None;1948.79;keepRight;27.45;421.00;gneE0_1;DEFAULT_VEHTYPE
-1;58.01;23.34;gneE0_2;390;57.75;8.28;105.26;0.00;631.37;keepRight;22.75;422.00;gneE0_1;DEFAULT_VEHTYPE
-1;91.17;2.85;gneE0_1;376;69.26;14.85;63.78;14.44;909.59;keepRight;20.91;424.00;gneE0_0;DEFAULT_VEHTYPE
-1;186.46;57.29;gneE0_4;392;202.43;20.70;1286.10;0.00;661.67;keepRight;25.54;424.00;gneE0_3;DEFAULT_VEHTYPE
-1;28.12;23.55;gneE0_2;402;120.86;10.99;137.50;12.84;360.60;keepRight;22.74;424.00;gneE0_1;DEFAULT_VEHTYPE
-1;16.57;12.47;gneE0_1;342;67.49;24.31;None;None;1866.91;keepRight;24.25;427.00;gneE0_0;DEFAULT_VEHTYPE
-1;74.20;0.00;gneE0_3;348;None;None;None;None;1971.65;keepRight;30.27;429.00;gneE0_2;DEFAULT_VEHTYPE
-1;36.32;11.19;gneE0_2;347;None;None;74.20;0.00;1892.45;keepRight;25.60;429.00;gneE0_1;DEFAULT_VEHTYPE
-1;27.97;25.34;gneE0_4;410;75.29;0.00;118.69;0.68;333.90;keepRight;21.98;430.00;gneE0_3;DEFAULT_VEHTYPE
-1;63.30;30.17;gneE0_4;403;70.59;21.43;196.61;27.92;635.92;keepRight;28.66;432.00;gneE0_3;DEFAULT_VEHTYPE
-1;165.61;38.92;gneE0_1;402;72.53;21.80;141.97;13.87;565.92;keepRight;23.43;433.00;gneE0_0;DEFAULT_VEHTYPE
-1;35.37;30.71;gneE0_4;407;54.92;11.50;324.22;15.19;537.37;keepRight;27.08;433.00;gneE0_3;DEFAULT_VEHTYPE
-1;49.34;0.00;gneE0_3;421;151.16;0.00;85.95;6.27;125.52;keepRight;20.03;434.00;gneE0_2;DEFAULT_VEHTYPE
-1;28.95;25.61;gneE0_1;416;47.09;4.11;274.89;0.00;357.29;keepRight;22.52;437.00;gneE0_0;DEFAULT_VEHTYPE
-1;29.56;25.55;gneE0_3;392;129.62;26.21;209.60;22.72;1023.34;keepRight;25.77;438.00;gneE0_2;DEFAULT_VEHTYPE
-1;123.00;36.40;gneE0_3;410;99.08;10.57;119.08;0.00;508.51;keepRight;22.28;438.00;gneE0_2;DEFAULT_VEHTYPE
-1;85.99;27.04;gneE0_3;420;64.15;22.69;158.05;21.56;335.59;keepRight;23.97;439.00;gneE0_2;DEFAULT_VEHTYPE
-1;13.66;2.76;gneE0_1;433;208.66;0.00;50.27;0.00;43.89;keepRight;11.34;440.00;gneE0_0;DEFAULT_VEHTYPE
-1;85.31;0.00;gneE0_1;431;165.60;27.25;83.22;23.07;217.48;keepRight;25.95;445.00;gneE0_0;DEFAULT_VEHTYPE
-1;178.37;32.65;gneE0_2;410;196.51;0.00;121.53;9.38;686.06;keepRight;22.54;446.00;gneE0_1;DEFAULT_VEHTYPE
-1;292.84;28.82;gneE0_4;415;67.18;12.10;634.61;0.00;637.82;keepRight;24.41;447.00;gneE0_3;DEFAULT_VEHTYPE
-1;72.99;32.00;gneE0_2;421;85.95;28.24;83.49;27.74;435.41;keepRight;24.43;447.00;gneE0_1;DEFAULT_VEHTYPE
-1;29.00;25.73;gneE0_4;423;258.84;28.11;115.68;8.58;373.98;keepRight;25.03;447.00;gneE0_3;DEFAULT_VEHTYPE
-1;166.78;5.00;gneE0_2;404;42.47;7.92;196.75;24.57;923.72;keepRight;25.16;449.00;gneE0_1;DEFAULT_VEHTYPE
-1;68.85;31.59;gneE0_3;407;155.18;32.74;103.66;3.98;1014.86;keepRight;25.92;451.00;gneE0_2;DEFAULT_VEHTYPE
-1;108.95;16.25;gneE0_3;412;120.34;24.77;156.16;27.10;815.66;keepRight;26.52;451.00;gneE0_2;DEFAULT_VEHTYPE
-1;18.58;15.24;gneE0_1;372;201.71;11.36;261.59;13.76;1641.68;keepRight;22.41;452.00;gneE0_0;DEFAULT_VEHTYPE
-1;19.67;16.05;gneE0_3;384;145.15;9.87;195.95;11.18;1661.42;keepRight;26.85;454.00;gneE0_2;DEFAULT_VEHTYPE
-1;143.49;22.51;gneE0_4;435;44.82;0.00;220.46;0.00;280.55;keepRight;21.27;454.00;gneE0_3;DEFAULT_VEHTYPE
-1;46.77;23.05;gneE0_1;441;75.04;0.00;132.91;0.00;152.77;keepRight;18.40;454.00;gneE0_0;DEFAULT_VEHTYPE
-1;25.88;21.65;gneE0_1;410;74.85;3.16;183.78;8.90;885.60;keepRight;21.97;455.00;gneE0_0;DEFAULT_VEHTYPE
-1;46.19;30.04;gneE0_3;381;None;None;43.48;25.44;1921.40;keepRight;29.47;456.00;gneE0_2;DEFAULT_VEHTYPE
-1;107.42;35.75;gneE0_4;397;None;None;None;None;1569.37;keepRight;29.01;457.00;gneE0_3;DEFAULT_VEHTYPE
-1;31.55;23.10;gneE0_3;415;82.45;19.87;266.13;1.81;911.46;keepRight;25.24;458.00;gneE0_2;DEFAULT_VEHTYPE
-1;78.77;16.63;gneE0_2;417;269.28;24.11;31.96;22.74;899.67;keepRight;24.76;459.00;gneE0_1;DEFAULT_VEHTYPE
-1;61.79;26.78;gneE0_3;423;42.71;8.79;527.07;0.00;680.21;keepRight;25.19;459.00;gneE0_2;DEFAULT_VEHTYPE
-1;84.11;0.00;gneE0_1;390;157.50;29.21;124.51;12.83;1534.45;keepRight;22.88;461.00;gneE0_0;DEFAULT_VEHTYPE
-1;26.92;19.92;gneE0_3;435;107.00;12.25;88.16;3.77;451.74;keepRight;21.89;462.00;gneE0_2;DEFAULT_VEHTYPE
-1;98.74;47.46;gneE0_2;442;142.96;9.75;38.95;32.92;397.16;keepRight;23.43;463.00;gneE0_1;DEFAULT_VEHTYPE
-1;183.12;34.27;gneE0_4;422;389.15;17.11;None;None;965.07;keepRight;27.81;464.00;gneE0_3;DEFAULT_VEHTYPE
-1;40.56;0.00;gneE0_1;391;63.85;21.98;200.26;18.80;1558.82;keepRight;23.42;465.00;gneE0_0;DEFAULT_VEHTYPE
-1;32.94;30.32;gneE0_2;432;171.22;27.23;130.81;10.93;658.30;keepRight;24.00;466.00;gneE0_1;DEFAULT_VEHTYPE
-1;29.61;21.79;gneE0_2;447;72.32;2.20;200.79;35.14;298.28;keepRight;23.14;466.00;gneE0_1;DEFAULT_VEHTYPE
-1;145.72;7.65;gneE0_3;428;106.98;11.04;146.74;6.09;708.96;keepRight;24.20;467.00;gneE0_2;DEFAULT_VEHTYPE
-1;33.01;17.50;gneE0_3;455;112.05;0.00;97.99;0.35;154.55;keepRight;20.90;467.00;gneE0_2;DEFAULT_VEHTYPE
